respondent id,question code,comments,hide comment,language id,edited text,english translation,positive sentiment probability,neutral sentiment probability,negative sentiment probability,sentiment category
25385561,rst|actions_skillsstaffing,Peningkatan kapabilitas agar terus dilakukan secara berkala mengingat dinamisnya perkembangan pengelolaan sistem dan dilakukna evaluasi secara berkala,FALSE,bi,,,0.531944,0.37929648,0.08875957,positive
25385561,ent|action_teamwork,Kolaborasi pada kerja tim di unit masih bersifat personal dan gaya kepemimpinan atasan dan atasan langsung dan seharusnya dapat dikokohkan dan dikomitmenkan dalam BPM yang dilaksanakan dg kesadaran bersama,FALSE,bi,,,0.8125075,0.08252865,0.10496386,positive
25385409,adt|action_vision,untuk saat ini mengenai tindakan perbaikan seputar visi dan arah yang terkait dengan implementasi program management information system (MIS) menuju single source of truth (SSoT) sudah sesuai dengan kebutuhan perusahaan ,FALSE,bi,,,0.2788051,0.69725907,0.023935847,neutral
25385409,ent|action_teamleadership,Secara Kepemimpinan sudah sesuai dengan arahan kebutuhan kerja namun perlu tambahan kepedulian psikologis anggotanya dalam keseharian misal kesehatan dan permasalahan masing masing personal (Nilai kepedulian) karena itu dapat menentukan effort kerja yang sangat luar biasa serta hubungan keharmonisan dalam membangun suasana kerja,FALSE,bi,,,0.7101558,0.22021794,0.06962624,positive
25385409,rst|actions_systemsprocesses,berkaitan dengan sistem dan proses untuk saat ini sudah sesuai kebutuhan dan untuk kedepannya juga,FALSE,bi,,,0.18743192,0.7426252,0.06994291,neutral
25385409,rst|actions_skillsstaffing,kapabilitas sudah baik dan dipertahankan,FALSE,bi,,,0.45823544,0.5283367,0.013427896,neutral
25385409,ent|action_teamwork,selalu kompak untuk tujuan bersama dan siapapun anggota Tim nya,FALSE,bi,,,0.6280078,0.3122091,0.05978305,positive
25385409,ent|actions_accountability,selalu tertib administrasi dan pengarsipan,FALSE,bi,,,0.0812333,0.90172285,0.017043773,neutral
25385570,adt|action_vision,tidak ada,FALSE,bi,,,0.021372072,0.9734982,0.00512962,neutral
25385570,ent|action_teamleadership,tidak ada,FALSE,bi,,,0.021372072,0.9734982,0.00512962,neutral
25385570,rst|actions_systemsprocesses,tidak ada,FALSE,bi,,,0.021372072,0.9734982,0.00512962,neutral
25385570,rst|actions_skillsstaffing,tidak ada,FALSE,bi,,,0.021372072,0.9734982,0.00512962,neutral
25385570,ent|action_teamwork,tidak ada,FALSE,bi,,,0.021372072,0.9734982,0.00512962,neutral
25385570,ent|actions_accountability,tidak ada,FALSE,bi,,,0.021372072,0.9734982,0.00512962,neutral
25385240,ent|actions_accountability,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385240,adt|action_vision,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385240,ent|action_teamleadership,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385240,rst|actions_systemsprocesses,--,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385240,rst|actions_skillsstaffing,--,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385240,ent|action_teamwork,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385324,adt|action_vision,Informasi dan implementasi program MIS-SSoT harus sampai ke unit paling bawah,FALSE,bi,,,0.07414181,0.11669228,0.8091659,negative
25385324,ent|action_teamleadership,Kepemimpinan atasan Langsung saya memiliki kemampuan untuk mengimplementasikan program MIS-SSoT,FALSE,bi,,,0.017291216,0.18958756,0.7931213,negative
25385324,rst|actions_systemsprocesses,Keberhasilan program MIS-SSoT bergantung pada SDM yang mematuhi sistem dan prosedur,FALSE,bi,,,0.63906413,0.28308743,0.07784845,positive
25385324,rst|actions_skillsstaffing,saya menilai kapabilitas kami mampu mengimplementasikan program MIS SSoT,FALSE,bi,,,0.60703766,0.3060015,0.08696082,positive
25385324,ent|action_teamwork,komitmen dan kolaborasi adalah kunic pengimplementasian program MIS-SSoT,FALSE,bi,,,0.006753955,0.06966178,0.9235842,negative
25385324,ent|actions_accountability,setiap program Transformasi PLN merupakan tanggungjawab bersama pada setiap satuan kerja,FALSE,bi,,,0.24696316,0.7269289,0.026107986,neutral
25385949,rst|actions_systemsprocesses,Agar kebijakan. Proses bisnis dan SOP dapat di deliver seluruh pegawai.,FALSE,bi,,,0.2328741,0.7188428,0.048283152,neutral
25385949,rst|actions_skillsstaffing,Sudah cukup baik.,FALSE,bi,,,0.014347108,0.98250705,0.003145801,neutral
25385949,rsb|quick_remedial,"Ya setuju, saat ini pimpinan sudah menginformasikan dengan baik dan mengatasi lack komunikasi dalam implementasi program",FALSE,bi,,,0.04097893,0.12488661,0.8341345,negative
25385949,adt|action_vision,"Saat ini sudah baik, mohon agar kedepan dapat disosialisikan lebih massive dan menjangkau seluruh jenjang.",FALSE,bi,,,0.8704742,0.08240122,0.04712452,positive
25385949,ent|action_teamleadership,Saat ini sudah cukup baik. Semoga ke depan akan lebih baik lagi.,FALSE,bi,,,0.5926362,0.3321197,0.07524412,positive
25384929,adt|action_vision,agar kebijakan dapat berkelanjutan,FALSE,bi,,,0.44955412,0.48138598,0.069059916,neutral
25384929,ent|action_teamleadership,agar pelatihan gaya kepemimpinan modern dilakukan secara regular untuk menjadikan pengelolaan PLN menjadi lebih efektif dan efisien ,FALSE,bi,,,0.90163606,0.038608197,0.059755743,positive
25384929,rst|actions_systemsprocesses,agar dipastikan selurus sistem dan proses yang ada di PLN tercatat sehinggi menghindarkan suatu proses dijalankan tanpa adanya standar.,FALSE,bi,,,0.22111355,0.73971415,0.039172318,neutral
25384929,rst|actions_skillsstaffing,pembelajaran untuk peningkatan kapabilitas harus secara regular dilakukan.,FALSE,bi,,,0.9277175,0.04983314,0.022449404,positive
25384929,ent|action_teamwork,PLN Perlu memiliki kegiatan rutin yang bersifat mendukung pengembangan kekampakan dan kerjasama tim,FALSE,bi,,,0.586693,0.37288207,0.040424958,positive
25384929,ent|actions_accountability,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25386840,adt|action_vision,"Saya merasa bahwa ada kebutuhan perubahan (misalnya cara kerja, budaya) antar rekan kerja di dalam Tim Saya untuk mencapai tujuan dan arah implementasi program Management Information System (MIS) menuju Single Source of Truth (SSoT)",FALSE,bi,,,0.3675866,0.6136807,0.018732628,neutral
25386840,ent|action_teamleadership,Atasan langsung di satuan kerja Saya memberikan apresiasi atas pencapaian kinerja Saya.,FALSE,bi,,,0.78837264,0.17591454,0.03571286,positive
25386840,rst|actions_systemsprocesses,"Saya merasa bahwa satuan kerja Saya telah memiliki sumber daya Sistem, Proses dan Prosedur Efektif untuk mencapai tujuan implementasi program Management Information System (MIS) menuju Single Source of Truth (SSoT)",FALSE,bi,,,0.541983,0.44290468,0.015112313,positive
25386840,rst|actions_skillsstaffing,Saya menilai bahwa satuan kerja Saya telah mengembangkan keterampilan dan kemampuan baru yang dibutuhkan untuk implementasi program Management Information System (MIS) menuju Single Source of Truth (SSoT).,FALSE,bi,,,0.18521154,0.8004384,0.014350105,neutral
25386840,ent|action_teamwork,Saya memiliki kontribusi besar di dalam satuan kerja Saya untuk merencanakan dan mengimplementasikan Transformasi PLN.,FALSE,bi,,,0.2854519,0.6644924,0.050055657,neutral
25386840,ent|actions_accountability,Saya dan rekan kerja Saya memegang tanggung jawab yang sesuai dalam satuan kerja Saya.,FALSE,bi,,,0.6811705,0.2675596,0.05126992,positive
25385358,adt|action_vision,Tujuan dan arah impelementasi MIS menuju SSoT diharapkan menjadikan proses bisnis PLN menjadi lebih baik lagi.,FALSE,bi,,,0.77130425,0.09816782,0.1305279,positive
25385358,ent|action_teamleadership,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385358,rst|actions_systemsprocesses,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385358,rst|actions_skillsstaffing,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385358,ent|action_teamwork,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385358,ent|actions_accountability,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25386174,adt|action_vision,"Secara garis besar saya mengusulkan 2 saran:
1. Tolong tetapkan Visi Misi yang jelas dan konsisten. Karena saat ini era VUCA yang penuh ketidakpastian, banyak orang berpikir bahwa fleksibilitas yang tinggi adahal hal penting. Namun, menurut saya memiliki Visi Misi yang konsisten akan sangat penting untuk mengurangi kebingungan pegawai dalam menentukan tujuan, meskipun cara dalan mencapai tujuan itu harus fleksibel
2. Tolong tingkatkan kualitas dan standar data. Definisikan dan implementasikan standar kualitas data yang jelas, termasuk validitas, akurasi, konsistensi, dan keandalan. Saya merasa setiap atasan saya memiliki standar yang berbeda tentang data yang akan disubmit",FALSE,bi,,,0.5286072,0.3582536,0.113139175,positive
25385700,ent|action_teamleadership,"Leader di unit induk agar memperhatikan perputaran rotasi unit dengan baik & adil, tidak hanya memperhatikan unit terdekat saja yang lebih terlihat mata",FALSE,bi,,,0.60307914,0.21974061,0.17718019,positive
25385700,adt|action_vision,MIS sangat diperlukan karena informasi di PLN banyak yang belum tersampaikan secara jelas sampai ke unit-unit terbawah,FALSE,bi,,,0.467958,0.4710668,0.060975138,neutral
25385111,adt|action_vision,Selama ini sudah sangat bagus mengikuti perkembangan tekhnologi,FALSE,bi,,,0.2695461,0.70701236,0.023441527,neutral
25385111,ent|action_teamleadership,Dibuat employe gathering semua pegawai,FALSE,bi,,,0.1218272,0.86584103,0.01233181,neutral
25385111,rst|actions_systemsprocesses,Perlu lebih dilengkapi lagi baik sarana kerja maupun SOP untuk semua unit yang ada di UID Aceh,FALSE,bi,,,0.27876914,0.6797674,0.041463464,neutral
25385111,rst|actions_skillsstaffing,Agar semua dapat berperan aktif dalam perapan keterampilan,FALSE,bi,,,0.66730857,0.2780303,0.054661114,positive
25385111,ent|action_teamwork,Sangat bersinergi dalam pencapaian kerja TIM,FALSE,bi,,,0.101776406,0.87722796,0.020995734,neutral
25385111,ent|actions_accountability,Berperan Aktif dalam mencapai tujuan kinerja,FALSE,bi,,,0.4020181,0.5495186,0.04846336,neutral
25385111,pln|effective_video,mudah dipahami,FALSE,bi,,,0.06446157,0.93111205,0.004426436,neutral
25386330,ent|actions_accountability,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25386330,ent|action_teamleadership,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25386330,rst|actions_systemsprocesses,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25386330,adt|action_vision,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385631,adt|action_vision,Aplikasi yg mudah dipahami dan transparan,FALSE,bi,,,0.6635193,0.3193339,0.0171468,positive
25385631,ent|action_teamleadership,Memberikan arahan yg jelas dan relevan dengan tantangan perusahan,FALSE,bi,,,0.952674,0.038200453,0.009125587,positive
25385631,rst|actions_systemsprocesses,Prosedur yg bisa diterapkan oleh seluruh unit,FALSE,bi,,,0.73161024,0.23708905,0.031300712,positive
25385631,rst|actions_skillsstaffing,Pelatihan pegawai sesuai kebutuhan perusahaan,FALSE,bi,,,0.46798867,0.5046383,0.027372966,neutral
25385631,ent|action_teamwork,Tim yang didukung dengan tools yang memadai,FALSE,bi,,,0.47077042,0.46497133,0.06425827,positive
25385631,ent|actions_accountability,Aplikasi yg bisa diakses secara transparan,FALSE,bi,,,0.68558675,0.26753712,0.046876043,positive
25386325,rst|actions_skillsstaffing,kapabilitas SDM harus di upgrade,FALSE,bi,,,0.08578255,0.8927591,0.021458384,neutral
25386325,adt|action_vision,perubahan cara kerja dan budaya harus dilakukan,FALSE,bi,,,0.79438853,0.16536984,0.040241644,positive
25386325,ent|action_teamleadership,lebih merangkul ke rekan kerja,FALSE,bi,,,0.3912751,0.5482691,0.06045581,neutral
25386325,rst|actions_systemsprocesses,keamanan IT dan perlengkapan kerja harus di lengkapi ,FALSE,bi,,,0.40546784,0.4423893,0.15214288,neutral
25386325,ent|action_teamwork,kekompakan dan keharmonisan tim merupakan kunci keberhasilan ,FALSE,bi,,,0.6043971,0.36234814,0.033254717,positive
25386325,ent|actions_accountability,tujuan kinerja harus jelas dan terarah ,FALSE,bi,,,0.5670869,0.37438163,0.05853144,positive
25385512,adt|action_vision,.,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385512,ent|action_teamleadership,.,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385512,rst|actions_systemsprocesses,.,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385512,rst|actions_skillsstaffing,.,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385512,ent|action_teamwork,.,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385512,ent|actions_accountability,.,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25386244,adt|action_vision,Mendapatkan bimbingan dari tim ahli IT untuk dalam penerapan atau implementasi SSOT ,FALSE,bi,,,0.8024701,0.14939755,0.048132386,positive
25386244,ent|action_teamleadership,"pemimpin yang baik memberikan model lewat kepempimpinan, dalam berbagai sisi",FALSE,bi,,,0.97434795,0.020010052,0.005641952,positive
25386244,rst|actions_systemsprocesses,Manajemen memberikan arahan yang jelas mengenai arah kebijakan program yang sedang berlangsung,FALSE,bi,,,0.5341623,0.40928414,0.056553654,positive
25386244,rst|actions_skillsstaffing,"kapabilitas dapat ditingkatka dengan asesmen minat dan bakat serta kursus, atasan mengarahkan tim nya yang memiliki kemampuan dan kemauan untuk ikut berpartisipasi",FALSE,bi,,,0.6391645,0.29577044,0.06506502,positive
25386244,ent|action_teamwork,Kerja tim yang maksimal dapat dicapai dengan kesadaran untuk kesamaan tujuan,FALSE,bi,,,0.77323866,0.1717287,0.055032674,positive
25386244,ent|actions_accountability,suatu tantangan besar dalam meningaktkan akuntabilitas masing-masing pribadi karyawan,FALSE,bi,,,0.21569036,0.7332446,0.051064987,neutral
25386373,ent|action_teamleadership,Semoga menjadi lebih baik,FALSE,bi,,,0.007129842,0.98947984,0.003390328,neutral
25386373,rst|actions_systemsprocesses,Semoga menjadi lebik baik,FALSE,bi,,,0.013586756,0.9769636,0.009449723,neutral
25386373,rst|actions_skillsstaffing,Semoga menjadi lebik baik,FALSE,bi,,,0.013586756,0.9769636,0.009449723,neutral
25386373,ent|action_teamwork,Semoga menjadi lebik baik,FALSE,bi,,,0.013586756,0.9769636,0.009449723,neutral
25386373,ent|actions_accountability,Semoga menjadi lebik baik,FALSE,bi,,,0.013586756,0.9769636,0.009449723,neutral
25386373,adt|action_vision,Semoga menjadi lebih baik,FALSE,bi,,,0.007129842,0.98947984,0.003390328,neutral
25385629,adt|action_vision,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385629,ent|action_teamleadership,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385629,rst|actions_systemsprocesses,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385629,rst|actions_skillsstaffing,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385629,ent|action_teamwork,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385629,ent|actions_accountability,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25386619,rst|actions_skillsstaffing,"Peningkatan kemampuan melalui sarana workshop, diklat dsb.",FALSE,bi,,,0.7498002,0.24382102,0.006378783,positive
25386619,ent|action_teamwork,Dibutuhkan peningkatan level pemahaman terhadap visi misi perusahaan.,FALSE,bi,,,0.84098893,0.13409427,0.024916787,positive
25386619,ent|actions_accountability,Sudah baik.,FALSE,bi,,,0.002833682,0.99630946,0.00085677,neutral
25386619,adt|action_vision,Mohon kiranya dapat dibuat 1 Dashboard SSoT yang melingkupi semua lini/proses bisnis.,FALSE,bi,,,0.96785706,0.02524165,0.006901231,positive
25386619,ent|action_teamleadership,Mohon diperbanyak reward&punishment sebagai apresiasi pencapaian.,FALSE,bi,,,0.5759324,0.41595685,0.008110805,positive
25386619,rst|actions_systemsprocesses,Mohon kiranya proses bisnis yg tumpang tindih disempurnakan.,FALSE,bi,,,0.6344911,0.34865874,0.016850198,positive
25386573,ent|actions_accountability,Beragamnya kegiatan implementasi program dirasa perlu diperjelas dan  difokuskan dalam satu program inti,FALSE,bi,,,0.5398295,0.38092503,0.079245515,positive
25386573,adt|action_vision,Visi PLN agar dapat lebih diinternalisasi hingga unit terkecil seperti gardu induk untuk meningkatkan awareness pegawai,FALSE,bi,,,0.811035,0.17255917,0.016405808,positive
25386573,ent|action_teamleadership,Atasan dan rekan kerja telah banyak mensupport dalam terlaksananya kegiatan Visi PLN,FALSE,bi,,,0.69421595,0.26364684,0.042137194,positive
25386573,rst|actions_systemsprocesses,Penambahan informasi dan pelatihan terkait sistem dan proses yang berlaku dirasa dibutuhkan oleh pegawai,FALSE,bi,,,0.41810623,0.5154988,0.066394895,neutral
25386573,rst|actions_skillsstaffing,peningkatan kapabilitas pegawai dibutuhkan untuk menunjang kegiatan implementasi,FALSE,bi,,,0.7368815,0.22405282,0.039065674,positive
25386573,ent|action_teamwork,Tim telah berperan aktif dalam implementasi program,FALSE,bi,,,0.3473953,0.6023682,0.050236594,neutral
25385387,adt|action_vision,"Dengan mengimplementasikan  program Management Information System (MIS) menuju Single Source of Truth (SSoT) diharapkan mempermudah organisasi data, data lebih dipercaya, terpusat dan mudah diakses.",FALSE,bi,,,0.5574516,0.4294865,0.013061772,positive
25385387,ent|action_teamleadership,Dukungan dan komitmen dari manajemen atas sangat diperlukan dalam implementasi program Management Information System (MIS) menuju Single Source of Truth (SSoT).,FALSE,bi,,,0.24749964,0.7383515,0.014148892,neutral
25385387,rst|actions_systemsprocesses,"Untuk saat ini sistem dan proses implementasi program Management Information System (MIS) menuju Single Source of Truth (SSoT) sudah berjalan 
contoh :AP2T",FALSE,bi,,,0.5813552,0.39826602,0.02037882,positive
25385387,rst|actions_skillsstaffing,Diperlukannya kapabilitas  dan keterampilan baru untuk mencapai tujuan implementasi program Management Information System (MIS) menuju Single Source of Truth (SSoT,FALSE,bi,,,0.13441463,0.8581769,0.007408488,neutral
25385387,ent|action_teamwork,Bekerja sama dan berkolaborasiyang baik dalam tim menuju mplementasi program Management Information System (MIS) menuju Single Source of Truth (SSoT),FALSE,bi,,,0.40625802,0.5783617,0.015380228,neutral
25385387,ent|actions_accountability,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25386582,rst|actions_systemsprocesses,Perlu di review rutin proses agar lebih efektif dan efisien ,FALSE,bi,,,0.75332075,0.18192618,0.06475308,positive
25386582,rst|actions_skillsstaffing,Selalu update dengan knowledge baru,FALSE,bi,,,0.77674884,0.22025211,0.002998998,positive
25386582,ent|action_teamwork,Tim solid dan performa sangat baik,FALSE,bi,,,0.9923149,0.004648474,0.003036647,positive
25386582,ent|actions_accountability,Akuntabilitas jelas,FALSE,bi,,,0.014814704,0.98237,0.002815241,neutral
25386582,adt|action_vision,Dikawal implementasi nya dan dievaluasi kesesuaian nya dengan visi ,FALSE,bi,,,0.2575861,0.6983366,0.044077247,neutral
25386582,ent|action_teamleadership,Atasan selalu memastikan setiap tindakan berdampak pada peningkatan kinerja,FALSE,bi,,,0.34797898,0.57774717,0.0742738,neutral
25385351,adt|action_vision,diperkujan sosialisasi  sampai seluruh stafing pelaksana di unit yang terkecil untuk memberikan pemahaman dan persamaan persepsi,FALSE,bi,,,0.6608526,0.286101,0.053046383,positive
25385351,ent|action_teamleadership,Pemimpin di Unita saya sudah sangat baik dalam membawa arah perusahaan dan bisa menjadi tauladan dalam bertindak.,FALSE,bi,,,0.72271514,0.21639015,0.06089471,positive
25385351,rst|actions_systemsprocesses,Unit satuan kerja saya sudah sangat siap untuk implementasi program ini,FALSE,bi,,,0.4366043,0.538378,0.025017677,neutral
25385351,rst|actions_skillsstaffing,Masih diperlukan sosialisasi yang lebih luas ttg program ini,FALSE,bi,,,0.8493667,0.1404875,0.010145796,positive
25385351,ent|action_teamwork,Kolaborasi ditingkat pelaksana dibawah yang masuh harus ditingkatkan,FALSE,bi,,,0.53296036,0.41804197,0.04899776,positive
25385351,ent|actions_accountability,Kami siap mendukung dan mensukseskan program ini,FALSE,bi,,,0.25560415,0.7304564,0.013939375,neutral
25386296,adt|action_vision,Agar terus diinformasikan update progres implementasi MIS menuju SSoT sehingga pegawai bisa lebih siap dan beradaptasi,FALSE,bi,,,0.7960996,0.10147184,0.10242853,positive
25386296,rst|actions_systemsprocesses,Masih diperlukan pengembangan terkait Bisnis Proses dan Standar Operasi dan Prosedur (SOP) yang update,FALSE,bi,,,0.2619891,0.72750556,0.010505323,neutral
25386056,rst|actions_systemsprocesses,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25386056,rst|actions_skillsstaffing,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25386056,ent|action_teamwork,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25386056,adt|action_vision,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25386056,ent|action_teamleadership,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25386056,ent|actions_accountability,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385243,rst|actions_skillsstaffing,Makin terus ditingkatkan sejalan dengan kebutuhan perusahaan,FALSE,bi,,,0.78348416,0.18813996,0.028375866,positive
25385243,adt|action_vision,Sangat baik dan semoga makin meningkatkan kesejahteraan pegawai serta masyarakat/pelanggan dapat merasakan manfaatnya,FALSE,bi,,,0.6789784,0.2651826,0.055839017,positive
25385243,ent|action_teamleadership,Terus ditingkatkan sesuai kebutuhan perusahaan dan melihat peluang/potensi utk mendukung kinerja perusahaan,FALSE,bi,,,0.8171221,0.15162152,0.031256422,positive
25385243,rst|actions_systemsprocesses,Terus diperbaharui sistem dan proses guna memudahkan dan melancarkan pegawai dalam bekerja,FALSE,bi,,,0.24547237,0.6586297,0.095897846,neutral
25385243,ent|action_teamwork,Ditingkatkan terus kekompakkan dan kerjasama Tim agar terbangun keharmonisan dan semangat juang untuk bersama-sama memberikan yang terbaik buat PLN,FALSE,bi,,,0.4699794,0.5014899,0.028530674,neutral
25385243,ent|actions_accountability,Semoga implementasi program Management Information System (MIS) menuju Single Source of Truth (SSoT) makin meningkatkan awareness dan tanggungjawab pegawai di lingkungan kerja ,FALSE,bi,,,0.7441215,0.2430015,0.012877041,positive
25386590,rst|actions_skillsstaffing,"walk the talk, start from the top, start from small easy task and action now",FALSE,bi,,,0.98885053,0.009318583,0.001830917,positive
25386590,ent|actions_accountability,"walk the talk, start from the top, start from small easy task and action now",FALSE,bi,,,0.98885053,0.009318583,0.001830917,positive
25386590,adt|action_vision,"walk the talk, start from the top, start from small easy task and action now",FALSE,bi,,,0.98885053,0.009318583,0.001830917,positive
25386590,ent|action_teamleadership,"walk the talk, start from the top, start from small easy task and action now",FALSE,bi,,,0.98885053,0.009318583,0.001830917,positive
25386590,rst|actions_systemsprocesses,"walk the talk, start from the top, start from small easy task and action now",FALSE,bi,,,0.98885053,0.009318583,0.001830917,positive
25386590,ent|action_teamwork,"walk the talk, start from the top, start from small easy task and action now",FALSE,bi,,,0.98885053,0.009318583,0.001830917,positive
25385955,adt|action_vision,"Proses bisnis PLN secara Internal sangat memungkinkan untuk dilaksanakan digitalisasi secara menyeluruh, namun dari segi aspek pelayanan segmen pelanggan PLN masih ada yang membutuhkan layanan secara langsung atau manual. Sehingga dibutuhkan penyelarasan untuk keseimbangan sehingga pelayanan kepada seluruh pelanggan PLN tetap berjalan maksimal.",FALSE,bi,,,0.3596659,0.5902007,0.050133415,neutral
25385955,ent|action_teamleadership,"Sudah sangat baik, agar ditingkatkan dimasa yang akan datang",FALSE,bi,,,0.5433358,0.42800125,0.028662922,positive
25385955,rst|actions_systemsprocesses,Agar dapat disesuaikan atau ditingkatkan perangkat- perangkat kerja pendukung menjadi yang terbaru,FALSE,bi,,,0.46810794,0.4995571,0.0323349,neutral
25385955,rst|actions_skillsstaffing,Agar ditingkatkan sosialisasi dan pembelajaran mengenai teknologi- teknologi baru sesuai kebutuhan,FALSE,bi,,,0.19695675,0.7683246,0.034718633,neutral
25385955,ent|action_teamwork,Untuk menjaga kekompakan dan sinergi agar sering dilakukan Capacity Building kepada tim kerja,FALSE,bi,,,0.8639249,0.10967027,0.026404858,positive
25385955,ent|actions_accountability,Agar perubahan organisasi dibatasi sehingga pegawai tidak resah dengan posisi dan karir,FALSE,bi,,,0.4924679,0.46065506,0.046877027,positive
25385254,adt|action_vision,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385254,ent|action_teamleadership,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385254,rst|actions_systemsprocesses,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385254,rst|actions_skillsstaffing,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385254,ent|action_teamwork,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385254,ent|actions_accountability,-,FALSE,bi,,,0.004242215,0.98948437,0.006273523,neutral
25385593,ent|action_teamwork,Kolaboratif & Adaptif,FALSE,bi,,,0.007695146,0.989254,0.003050828,neutral
25385593,ent|actions_accountability,KOlaborasi tim,FALSE,bi,,,0.0581633,0.9285147,0.013321932,neutral
25385593,ent|action_teamleadership,Terus ditingkatkan sikap Leadership yg mengkolaborasikan semua sumber daya Tim yg ada,FALSE,bi,,,0.9420723,0.04598206,0.011945643,positive
25385593,rst|actions_systemsprocesses,Ditingkatkan ketersediaan dan kecepatan aksesabilitas IT,FALSE,bi,,,0.060873855,0.9232219,0.015904298,neutral
25385593,rst|actions_skillsstaffing,Ditingkatkan ketersediaan dan kecepatan aksesabilitas IT,FALSE,bi,,,0.060873855,0.9232219,0.015904298,neutral
25385421,adt|action_vision,"dengan sistem ini, semua pegawai akan bisa mengakses semua informasi sehingga memiliki satu pemahaman untuk mencapai visi yang sama",FALSE,bi,,,0.7237005,0.23630752,0.039991986,positive
25385421,ent|action_teamleadership,pemimpin akan mengajak anggota nya untuk bersama-sama mewujudkan visi,FALSE,bi,,,0.43906537,0.48792854,0.073006034,neutral
25385421,rst|actions_systemsprocesses,sumber daya harus memiliki mindset yang maju untuk ke depan,FALSE,bi,,,0.9410651,0.051962595,0.006972331,positive
25385421,rst|actions_skillsstaffing,pengembangan keterampilan diperlukan ,FALSE,bi,,,0.07051652,0.9107884,0.018695084,neutral
25385421,ent|action_teamwork,super team sangat diperlukan dalam sebuah perubahan yang baik,FALSE,bi,,,0.9465189,0.026309535,0.027171593,positive
25385421,ent|actions_accountability,masing-masing harus memiliki peran,FALSE,bi,,,0.1946603,0.7273086,0.07803113,neutral
25385057,adt|action_vision,Sejauh ini sudah baik namun perlu juga mengimplementasikan langkah-langkah keamanan yang ketat untuk melindungi data dari akses yang tidak sah sehingga tidak terjadi leakage,FALSE,bi,,,0.007956486,0.03875315,0.95329034,negative
25385057,ent|action_teamleadership,"Sudah baik, adapun saran dari tindakan seputar kepemimpinan adalah komunikasi yang lebih transparan dan pengelolaan resistensi dengan pendekatan yang proaktif",FALSE,bi,,,0.67675626,0.26744378,0.05579996,positive
25385057,rst|actions_systemsprocesses,Pelu ditingkatkan ,FALSE,bi,,,0.025951004,0.96407354,0.00997554,neutral
25385057,rst|actions_skillsstaffing,Sudah Baik,FALSE,bi,,,0.002833682,0.99630946,0.00085677,neutral
25385057,ent|action_teamwork,Sudah Baik,FALSE,bi,,,0.002833682,0.99630946,0.00085677,neutral
25385057,ent|actions_accountability,Sudah Baik,FALSE,bi,,,0.002833682,0.99630946,0.00085677,neutral
